Id,Sentence,Entity_1,Entity_2,Relation
1789,Banks create structured notes by packaging debt with derivatives to offer customized bets to retail investors while earning fees and raising money.,Banks,structured notes,creates
1790,"Credit Suisse will divide its remaining businesses between subsidiaries in the U.K. and U.S., and create a unit housing shared services, to address potential rules for too-big-to-fail banks, the Zurich-based company said in a statement today.",Credit Suisse,unit housing shared services,creates
1791,"The bank also plans to create a separately capitalized unit in Switzerland , and a unit of the U.S. subsidiary, which will house shared services, including back-office employees for the group, to make sure the company has staff to manage an orderly resolution should a unit run into trouble.",bank,separately capitalized unit,creates
1792,"There are chefs who don't have the foundation."" Boulud lauds the Catalan chef Ferran Adria, who studied classical gastronomy before going on to the contemporary style he created at El Bulli.",Boulud lauds the Catalan chef Ferran Adria,contemporary style,creates
1793,"""A protracted period of time of low rates creates the scene for risks in financial stability."" The ECB reduced its main refinancing rate by a quarter of a percentage point to 0.25 percent on Nov. 7, while keeping the overnight deposit rate for lenders who park excess cash at the central bank at zero.",A protracted period of time of low rates,the scene for risks in financial stability,creates
1795,Chaudhury said the magazine has created a formal complaints committee to look into the allegations.,magazine,a formal complaints committee,creates
1796,"As China clears the way for freer markets and increased foreign participation, fortifies the infrastructure of its burgeoning cities, and creates the social conditions for middle class families to grow in size, confidence, and spending power, watch for continued growth in the world's second biggest economy in 2014 and beyond.",China,the social conditions for middle class families,creates
1797,"""Right now there's quite a disparity,"" and that difference creates unintended effects, he said.",disparity,"unintended effects,",creates
1798,"Job Creation Businesses likely would be financially healthier and create more jobs under a tax code that treats corporate and individual income more similarly, said Brian Reardon, executive director of the S Corporation Association, which advocates for businesses that file as so-called pass-through entities.",Job Creation Businesses,more jobs,creates
1799,"Instead, prices fell as the development of hydraulic fracturing created a surge in U.S. gas supplies, triggering 10 straight quarterly losses at the company since 2011.",development of hydraulic fracturing,surge in U.S. gas supplies,creates
1800,"Tax Bill If Texas Competitive were spun off, the transaction would create a gain because it would be considered an asset sale, triggering the tax liability, according to an April 15 regulatory filing.",Texas Competitive were spun off,gain,creates
1801,"""We believe that increasing access to local-currency finance by key sectors in the region will, in the long run, create growth and reduce poverty,"" he said.",increasing access to local-currency finance,"growth and reduce poverty,",creates
1802,"Under de Blasio's proposal, real estate developers would be required to create permanently affordable and rent-regulated housing for low- and middle-income families in order to build in neighborhoods rezoned for higher density.",real estate developers,permanently affordable and rent-regulated housing,creates
1803,"Foxconn will invest in a manufacturing unit in Harrisburg, the state capital, to create about 500 jobs, according to a company statement.",invest in a manufacturing unit,jobs,creates
1804,Neutex plans to create about 200 jobs over the next year making light-emitting diode fixtures.,Neutex,jobs,creates
1805,"The freedom to choose creates better competition, fosters higher quality care and lowers costs to levels that are fair for every American in every state."" Broken Promises Unlike the individual mandate -- a conservative idea that became a profound threat to freedom the moment it passed into law with Democratic votes -- insurance exchanges haven't been disowned by Republicans; they remain at the core of Republican plans to reform Medicare.",freedom to choose,better competition,creates
1806,"In the most optimistic scenario, Ryan's proposals would create losers as well as winners while completely upending programs that many Americans are content with.",Ryan's proposals,losers as well as winners,creates
1807,"So there's no telling what she'll earn month to month, and the uncertainty creates tension at home.",uncertainty,home,creates
1808,"The successive changes for Civic ""reflects our determination to create something new and then immediately set about to make it better."" Honda, Japan's third-largest automaker, stumbled with the Civic in 2011 when it was redesigned as a 2012 model.","successive changes for Civic ""reflects",something bew,creates
1809,"""Pacquiao's victory in the ring creates a nationwide euphoria that things will get better -- positive sentiment, positive investment,"" said Jonathan Ravelas , chief market strategist at BDO Unibank in Manila.",Pacquiao's victory,nationwide euphoria,creates
1810,"GM said it has invested $8.8 billion in U.S. facilities since 2009 and created 25,500 jobs for new and existing workers.",GM investment,jobs,creates
1811,Banks create the products by packaging debt with derivatives to offer customized bets to retail investors while earning fees and raising money.,Banks,the products by packaging debt with derivatives,creates
1813,"""We probably won't see any substantial growth in the next 12 months."" Budget Minister Cristobal Montoro said on Nov. 6 that he expects companies to create new jobs beginning in early 2014.",companies,new jobs,creates
1814,"Former U.S. Representative Tom Davis , who from 1998 to 2002 led House Republicans' campaign committee, is among those working to create an organization to advocate statewide candidates who he says will be less extreme on such issues as abortion rights and more electable.",Tom Davis,an organization to advocate statewide candidates,creates
1816,"""But perpetually easy monetary policy will create even wider divisions within and between economies.",perpetually easy monetary,even wider divisions,creates
1817,Innovation creates value regardless of economic conditions.,Innovation,value regardless of economic conditions,creates
2446,"Manchester United Plc entered into a floating to fixed interest rate swap on its $315.7 million secured term loan to create a minimum and maximum interest rate of 2.8 percent to 4.1 percent for the life of the facility, it said.",Manchester United Plc,minimum and maximum interest rate of 2.8 percent to 4.1 percent,creates
2447,"Christian Louboutin , renowned for platform stilettos, created a $1,495 python pointed-toe Derby flat, with his signature red sole.",Christian Louboutin,"$1,495 python pointed-toe Derby flat",creates
2448,"The seven styles, created by men's shoe designer Michel Perry, include a moccasin in cognac and burgundy and are priced as high as 700 euros ($943).",Michel Perry,seven styles,creates
2449,"As part of the strategy, Apollo is in talks to buy a group of hotels in another European country and aims to create a pan-Europe hotel group with Spain as a key component, the people said without disclosing the other country.",Apollo,pan-Europe hotel group,creates
2450,Spain created a bad bank in November 2012 to help lenders that took state aid jettison soured real estate assets from their books when the industry crashed.,Spain,bad bank,creates
2451,"He also proposed a plan to reduce the level of borrowing by homebuyers, saying that greater use of outside equity may help counteract some problems created by excess leverage.",excess leverage,problems,creates
2452,"The condiment maker has grounded corporate planes, unplugged mini-fridges and limited employee printing in an effort to create savings that can help pay for the $12.6 billion in borrowing that supported the $23.3 billion takeover.",unplugged mini-fridges and limited employee printing,saving,creates
2453,"The purchase of Polkomtel, which Solorz-Zak took over in 2011 for 18.1 billion zloty in the biggest leveraged buyout in Poland , will create the country's largest media and phone company, whose nine-month sales were 9.7 billion zloty.",purchase of Polkomtel,country's largest media,creates
2454,The EBA was created by the EU in 2011 as part of the bloc's response to the financial crisis.,EU,EBA,creates
2455,"The 1984 law is widely credited with helping to create the generic-drug industry in the U.S., while at the same time ensuring that drugmakers can profit from their research.",1984 law,generic-drug industry,creates
2456,"Between July and October, the spread between palm and gas oil was enough to create an additional monthly biodiesel demand of 100,000 tons to 150,000 tons, he said.",spread between palm and gas oil,monthly biodiesel demand,creates
2457,"The tax-free deal would create a stand-alone, publicly traded company with about $1.6 billion in annual sales, Dallas-based Kimberly-Clark said yesterday in a statement.",Kimberly-Clark,"stand-alone, publicly traded company",creates
2458,"The premier pledged to create a ""virtuous circle"" of higher employment and spending in an October speech marking the opening of the current session of parliament that runs through Dec. 6.",premier,virtuous circle,creates
2460,"Expanding the plant may create 3,000 jobs, encouraging people to return, he said.",plant expansion,3000 jobs,creates
2461,Auto dealers were excluded from the bureau's supervision in the 2010 Dodd-Frank Act that created the CFPB.,Dodd-Frank Act,CFPB,creates
2462,"Rosenbaum said that the collaboration between the two agencies has been ""terrific and very constructive"" since the bureau was created by the 2010 Dodd-Frank Act.",Dodd-Frank Act,bureau,creates
2463,"Space debris created by everything from defunct satellites to rocket bodies and payload parts is growing exponentially as they smash into each other, potentially threatening the lives of astronauts, disrupting telecommunications, broadcasts, and Earth observation, and may inflate the cost of insuring satellites worth several tens of million dollars for operators such as SES SA and Eutelsat Communications SA .",defunct satellites,space debris,creates
2465,Banks create structured notes by packaging debt with derivatives to offer customized bets to retail investors while earning fees and raising money.,bank,notes,creates
2466,"""There are so many schools."" At least three states -- Connecticut, Indiana and Pennsylvania -- created or beefed up grants for school safety in the past year, which will inject a combined $49 million into the market from state coffers.","Connecticut, Indiana and Pennsylvania",grants for school safety,creates
2467,"There's also the bullet-proof white board, created by Hardwire LLC, based in Pocomoke City on Maryland 's Eastern Shore, which can be used as a shield against mass shooters.",Hardwire LLC,bullet-proof white board,creates
2468,"The trades at issue will be conducted on electronic platforms, known as Swap Execution Facilities, or Sefs, created by Dodd-Frank in an effort to make prices more public and reduce risk in the system.",Dodd-Frank,Swap Execution Facilities,creates
2470,"From Oct. 1 through Nov. 2, only 106,000 people selected a health insurance plan through the state exchanges created under Obamacare, about a fifth as many as the government had projected.",Obamacare,health insurance plan,creates
2471,"""The stuff is getting more and more popular out here."" King, who has caddied on the PGA and women's LPGA tours since 1998, created a loyal customer base for his gourmet beef jerky among golf's best players.",king,loyal customer base,creates
2472,"AB InBev has invested $150 million to create the new packaging, a 16-ounce (473 milliliters) resealable light metal bottle, Luiz Edmond, the brewer's North American president, said yesterday at a meeting with journalists in New York .",AB InBev,new packaging,creates
2473,"Preska said Hammond stole data and vandalized websites to create what he called ""maximum mayhem."" ""There is certainly nothing high-minded or public-spirited about causing mayhem,"" Preska told Hammond during the two-hour hearing.",Hammond,maximum mayhem,creates
2474,"The company was pleased the commission ""determined that net metering creates a cost shift,"" Brandt said.",net metering,cost shift,creates
2475,Prosecutors said Hao and Hai created 10 fake financial leasing contracts to disperse almost 800 billion dong.,Hao and Hai,fake financial leasing contracts,creates
2476,"""This morning I looked out the window and I said, Ã¢â‚¬ËœDad, can you believe this?'"" Tepper's gift will help create the David A. Tepper Quadrangle, a redevelopment of an area on campus that will include a new building and other amenities.",Tepper's gift,David A. Tepper Quadrangle,creates
2477,"The holding company already operates in the U.K., Austria and Italy and is battling regulators to win approval for its planned purchase of Telefonica SA's Irish unit for as much as 850 million euros to create a carrier as big as the country's current dominant operator, Vodafone Plc.",Vodafone Plc,carrier,creates
2478,"Germany's ""anemic pace of domestic demand and dependence on exports"" has helped create a ""deflationary bias for the euro area as well as for the world economy,"" the Treasury, under Secretary Jack Lew, said in an Oct. 31 report.",germany,deflationary bias for the euro,creates
2479,"Goodlatte's Judiciary Committee has passed four separate bills, including one to expand the use of electronic databases to screen new job applicants and one to create a new temporary guest worker program for the agriculture industry.",Goodlatte's Judiciary Committee,ew temporary guest worker program,creates
2480,"Lenders have been beset by demands for refunds and compensation from investors, customers and regulators who say the banks used sloppy underwriting to create mortgages during the housing boom that preceded the 2008 financial crisis.",bank,mortgages,creates
2481,"It shifts the debate to the states, where the companies and the regulators who oversee them will have to decide whether to scrap changes made over three years to prepare for the opening of the new marketplaces created by the Patient Protection and Affordable Care Act of 2010 to offer benefits to millions of Americans without health coverage.",Patient Protection and Affordable Care Act of 2010,marketplace,creates
2482,"""Auctions will actually create investment uncertainty for incumbents rather than promoting investment,"" the American Chamber of Commerce said in a submission to the government dated March 27.",auction,investment,creates
2483,The ministry also said it plans to create land banks in every prefecture to connect small holdings into larger tracts.,ministry,land banks,creates
2484,"Users of Yu'E Bao, created by Beijing-based Tian Hong Asset Management Co., jumped 12 times to 30 million by Nov. 14 from the end of June.",Tian Hong Asset Management Co.,Yu'E Bao,creates
2658,"Trustee, managers of the unit in China created multiple sets of accounting books while reporting fictitious sales and receivables.",Trustee,accounting books,creates
2659,The sale created a $20 million fund to wind down the remainder of the bankruptcy.,sale,fund,creates
2661,"The deal became the subject of a hearing overseen by Iowa's insurance commissioner, and New York's insurance regulator called for extra scrutiny of the risks created when investment firms buy insurers.",firms,risks,creates
2662,"Japan Exchange, the main bourse operator in the world's second-biggest equity market, and Nikkei will create an index that selects members based on return on equity in a bid to highlight the nation's best stocks.",Nikkei,index,creates
2663,He also said the government will roll back tax breaks on consumer goods created to revive economic growth.,goods,economic growth,creates
2664,Several hotel owners in Philadelphia created a coalition to fight a new tax-increment district in the nation's fifth-most populous city.,hotel owners,coalition,creates
2665,"The city created 13 such districts that have issued $119 million in debt since 1995, with about $79 million outstanding as of Dec. 31, according to the agency.",city,districts,creates
2667,"""It's a highly underutilized property."" Job Vision The project would create about 1,800 construction jobs and 450 permanents posts, Grady said.",project,jobs,creates
2668,"PKO Bank Polski SA, Poland's biggest lender, agreed in June to buy Nordea Bank AB's Polish assets, while Santander acquired Bank Zachodni WBK SA last year and merged it with Kredyt Bank SA in January to create the country's third-largest bank by assets.",lender,bank,creates
2669,"The tardy debut for the plane known as the MRJ creates opportunities for both Bombardier and Embraer, which already supply aircraft to SkyWest, said Chris Murray , an analyst at AltaCorp Capital Inc. in Toronto.",MRJ,opportunities,creates
2670,"Mining could create 5,500 jobs from North America 's biggest deposit of chromite, which is used to make stainless steel.",Mining,jobs,creates
2671,"Loans were obtained through more than 10,000 financing vehicles cities created to get around laws prohibiting them from borrowing, according to a central bank count.",Loans,laws,creates
2672,"A two-member commission ""creates some hurdles in terms of bringing new significant rule changes or significant reviews,"" said Sharon Brown-Hruska, who served at the CFTC from 2002 to 2006 and was present when the agency had only two members.",commission,hurdles,creates
2676,"""We set out with a need to solve something and create a product, and then we realized we had developed a totally different and innovative technology,"" said Giloh, the CEO of Tamicare.",need,product,creates
2677,Gellert said he anticipates changes in the company's membership makeup as people begin using the online health marketplaces created under the U.S.,U.S.,health marketplaces,creates
2678,"We will provide more information when we're able to do so."" Tesla, the best-performing automotive stock this year, has been under scrutiny as Chief Executive Officer Musk works to create the world's biggest and most profitable seller of electric cars.",Musk,electric cars,creates
2679,"The motive is more to create a kind of surprise and to obtain a more better reaction (inaudible) yes, reaction... DRAGHI: I see your point.",motive,surprise,creates
2680,"iFly Airport Guide ( free; iOS, Android ): No two airports are created equal, and neither are their amenities.",airports,equal,creates
2681,"The two government-sponsored enterprises, which were created by the federal government before becoming publicly traded companies, buy mortgages from lenders and package them into securities on which they guarantee payments of principal and interest.","enterprises,",federal government,creates
2682,"Fannie Mae and Freddie Mac, which were created by the federal government before becoming publicly traded companies, buy mortgages from lenders and package them into securities on which they guarantee payments of principal and interest.",federal government,Freddie Mac,creates
2683,"""We are positive on the company's new more-focused strategy and believe that the value this creates more than offsets the downside risk of raising equity capital,"" Andreas van Embden, an analyst at JPMorgan Chase & Co., wrote in a note last week.",value,offesets,creates
2684,"The proposed resolution authority, along with European Central Bank oversight of euro-area lenders, scheduled to begin in full next year, form the core of an effort to create a banking union that would sever the link between bank and sovereign debt.",lenders,banking union,creates
2685,More than 90 percent of U.S. consumers favor requirements for labels on foods that have had their genetic makeup altered -- whether to make corn tolerant of herbicides or to create plants that can secrete their own bacterial insecticides.,consumers,plants,creates
2686,"""Concerns about the global economic outlook created a more difficult operating environment for our clients in the third quarter,"" Chief Financial Officer Harvey Schwartz said on a conference call last month.",economic outlook,environment,creates
2687,"Governor Sarah Bloom Raskin has been nominated to serve as deputy Treasury secretary, and Bernanke's own departure will create an empty seat.",Sarah Bloom,empty seat,creates
2688,"New Index Japan Exchange Group Inc., the main bourse operator in the world's second-biggest equity market, and Nikkei Inc. will create an index that selects members based on return on equity in a bid to highlight the nation's best stocks.","New Index Japan Exchange Group Inc., the main bourse operator in the world's second-biggest equity market, and Nikkei Inc",index,creates
2691,"This week, he tried again, and was able to create an account and submit an application in about half an hour, at which time he could view more than 100 plans.",he,account,creates
2692,"""The partnership will create long-term value,"" the HKMA said by e-mail.",partnership,"long-term value,",creates
2693,"Like urine tests, the preferred method for employers, saliva tests can't identify the active component of THC that creates the euphoria often associated with using pot.",THC,euphoria,creates
2694,"Limp Arrow ""As long as Abe's stimulus policies create growth , the markets and the banks will benefit,"" said Harvard's Overholt.",Abe's stimulus policies,growth,creates
2695,"""ENDA will help create a level playing field and ensure that employment opportunities are available to all, but that doesn't mean it's a perfect bill,"" Portman said in a statement .",ENDA,level playing field,creates
2696,"""There's a whole ecosystem being created and people are creating their own jobs in ways that are probably not even being counted,"" in official employment figures, he said.",employment,people,creates
2698,Now he's helping create parts for medical devices and even NASA.,he,parts for medical devices,creates
2699,5 US Airways would create the world's biggest carrier by traffic.,5 US Airways,world's biggest carrier by traffic.,creates
2700,"Facebook's debut last year created 850 new millionaires, many of whom decided to invest their wealth in emerging technology companies such as Instagram Inc., Spotify Ltd. and Flipboard Inc.",Facebook's debut,850 new millionaires,creates
2701,"Tougher financial regulation such as Solvency II and Basel III will create takeover opportunities for Allianz, especially as mutual insurers may find it difficult to raise capital depleted by low interest rates or high disaster claims, Diekmann said in an interview last month.",Solvency II and Basel III,Solvency II and Basel III,creates
2702,"Wayne Hughes created American Homes to take advantage of record foreclosures and tightened mortgage lending, raising money from investors including the Alaska Permanent Fund Corp.",Wayne Hughes,American Homes,creates
2703,"OSX, created to provide oil platforms for Batista's OGX Petroleo & Gas Participacoes SA (OGXP3) , is following its main client into bankruptcy proceedings and will share advisory services with its sister company.",OSX,provide oil platforms,creates
2704,"OSX shares never recovered their IPO levels even as the tycoon promised to create ""the Embraer of the seas,"" referring to the world's largest regional-jet maker.",OSX,the Embraer of the seas,creates
2705,He took aim at the argument that high levels of bank deposits and bond mutual fund assets created by the U.S. Federal Reserve's stimulus efforts might suddenly pour into stocks.,U.S. Federal Reserve,mutual fund assets,creates
2707,"Non-European nationals who transfer 1 million euros or more in capital or create at least 10 jobs in Portugal can also qualify for the visas, according to the program's website .",Non-European nationals,10 jobs,creates
2708,"De Blasio characterized Bloomberg's relationship with city workers as a ""top-down approach"" that created an adversarial relationship.",top-down approach,adversarial relationship,creates
2709,"The LME also plans to create a Physical Market Committee that will have a ""substantial role"" in the warehouse reviews and to commission a full external logistical review of warehousing.",LME,Physical Market Committee,creates
2711,* * * European policy makers could help create 1 million jobs if only they could clear up uncertainty about their actions.,European policy,1 million jobs,creates
2712,"London-based tech incubator Seedcamp Ltd. has 19 percent of its investments in companies created by Estonians, according to Arengufond.",Estonians,19 percent of its investments in companies,creates
2713,Lew will also seek to advance talks on the Trans-Pacific Partnership agreement that would create a 12-nation trade bloc.,Lew,12-nation trade,creates
2714,"That adds funds to the dealers' accounts and creates reserves at their clearing banks, increasing the amount of money the Fed will have to pay interest on.",funds,reserves,creates
2716,"The government is ""doing everything"" to reduce the deficit, improve competitiveness and create jobs, he told a news conference in Paris.",government,create jobs,creates
2717,"""That creates jobs, it puts people to work,"" he said.",he,creates jobs,creates
2718,"The film's most impressive trick is its realm-hopping battles, with digitally created warriors of various breeds careening, mid-fight, from Earth to Asgard and back again.",film,warriors of various breeds careening,creates
2719,"The South American country will create the National Foreign Trade Center to manage foreign currency and import policies, President Nicolas Maduro said Nov. 6, attributing rising inflation and a decline in the bolivar on the black market to an ""economic war"" being waged by political opponents.",South American,National Foreign Trade Center,creates
2720,Here's what China lacks: young citizens with a dream and a laptop getting ready to create the next game-changing company.,China,next game-changing company.,creates
2721,"Just as important, China needs to create a stronger legal and regulatory environment.",", China",stronger legal and regulatory environment,creates
2722,It's easier to buy a chunk of International Business Machines Corp. than to create new lines of business and products.,Business Machines Corp,new lines of business and products.,creates
2723,"The Swiss company will create a new unit called Services from the maintenance arms of a pump unit and a separate division overhauling turbines and compressors, it said today.",Swiss company,Services,creates
2724,"Haiyan may inundate rivers, create mudflows and cause storm surges as high as 6 meters (20 feet), Aquino said.",Haiyan,mudflows,creates
2725,"""That creates jobs, it puts people to work,"" he said.",he,jobs,creates
2726,"European Central Bank oversight of euro-area lenders is scheduled to start in full next year, part of an effort to create a banking union that severs the links between banks and the sovereign.",European Central Bank,banking union,creates
2727,"More than 250 companies have used New Jersey's incentive programs to attract $11 billion in investments that created or retained 70,700 jobs.",companies,"created or retained 70,700 jobs.",creates
2728,"Saudi Arabia, the Arab world's biggest economy, is taking action against illegal workers as it pushes to create more jobs for its citizens and stave off unrest.",Saudi Arabia,jobs,creates
2729,"Apart from Russian threats to create problems for Ukrainian imports in retaliation, European leaders are demanding the release from prison of Yanukovich's top political rival, former Prime Minister Yulia Tymoshenko.",Russian threats,problems for Ukrainian imports in retaliation,creates
2730,"""Groups will try to step up protests and create chaos,"" police spokesman Piya Uthayo said yesterday, adding that authorities wouldn't use force to disperse rallies unless demonstrators threatened to enter restricted areas.",Groups,chaos,creates
2731,"The sub-sea route will create ""the shortest distance between the Sao Paulo and Hong Kong stock markets, which will be appealing to banks,"" Nunes said.",sub-sea route,the shortest distance between the Sao Paulo and Hong Kong stock markets,creates
2732,A green revolution that involves Japan's vast geothermal resources would create jobs and prosperity and also serve humankind.,green revolution,jobs,creates
2733,"Statistics Canada reported Nov. 8 the economy created 13,200 jobs in October, the third straight monthly gain, and the jobless rate held steady at 6.9 percent, the lowest since 2008.",Canada,"13,200 job",creates
2734,"A sale of as much as 75 percent in the business will leave the company with control and create value for shareholders, he said.",sale of as much as 75 percent in the business,value for shareholders,creates
2735,"More than 250 companies have used New Jersey's incentive programs to attract $11 billion in investments that created or retained 70,700 jobs.",companies,"70,700 jobs",creates
2736,His production also starts well: Sequined showgirls create dance routines which comment ironically on the action.,Sequined showgirls,dance routines,creates
2737,"Leonardo created the ""Head of a Young Woman"" (1480s) as a study for the angel in the ""Virgin of the Rocks,"" and the celebrated drawing is on view in New York for the first time.",Leonardo,Head of a Young Woman,creates
2738,The government then created the Asset Management Corp. of Nigeria to buy lenders' bad debts.,Government,Asset Management Corp. of Nigeria,creates
2739,The figures would fall short of Obama administration goals for the exchanges created as part of the Patient Protection and Affordable Care Act of 2010.,Obama administration goals for the exchanges,Patient Protection and Affordable Care Act,creates
2740,"Meanwhile, sometime between March and June, the other shoe drops: People who bought exchange policies realize that the restricted networks insurers created to keep the premium costs low cut out the best hospitals and doctors.",Restricted networks insurers,Premium costs low,creates
2741,"Appears Ã¢â‚¬ËœComfortable' Intuitive shares rose 1.4 percent to $395.38 at the close in New York, after an analyst said the FDA survey findings, and a website the agency created on computer-assisted surgery, were encouraging for the company.",website,computer assisted surgery,creates
2742,"""The announced additional cost-cutting targets should help to increase the cash flows and are a strong sign that management is working hard to create increased shareholder value ,"" Fabian Haecki, an analyst at Vontobel Holding AG, wrote in a note to clients today.",Management,increase shareholder value,creates
2743,The Treasury secretary said he will also seek to advance talks on the Trans-Pacific Partnership agreement that would create a 12-nation trade bloc.,Trans-Pacific Partnership agreement,12-nation trade bloc,creates
3655,"""An explicit state guarantee on Dutch-mortgage bonds creates more transparency and liquidity, which will attract a broader group of investors,"" Harald Benink, professor of banking and finance at Tilburg University, said in a phone interview.",mortage bonds,transparency and liquidity,creates
3656,Cash creates what economists call the zero lower bound -- who'd accept negative interest rates when you can hold cash instead?,cash,zero lower bound,creates
3657,"The deal creates an enlarged leather-chemical company with total sales of about 616 million euros ($846 million) and scope to cut costs and target more clients in industries spanning shoes, bags and luxury car upholstery.",deal,enlarged leather,creates
3658,"""This new farm bill creates a loophole in the longstanding requirements that those who receive subsidies take minimal steps to protect the public good."" At Leader Sporting Goods, a hunting-gear store in Mitchell where the late U.S.",farm bill,loophole,creates
3659,"""The most serious problem is that excessive secrecy creates the ideal environment for government wrongdoing,"" says Lawrence Repeta , a law professor at Tokyo's Meiji University.",secrecy,ideal environment,creates
5673,"On Oct. 13, Activision begins selling the latest installment of ""Skylanders,"" a game he called ""one of the best products we've ever created."" ""Skylanders,"" which combines action figures with online play, competes with Walt Disney Co.'s ""Disney Infinity,"" which went on sale in August.",Activision,Skylanders,creates
5674,The FDA published a draft guidance in April for companies that may want to create a generic version of Vascepa.,companies,generic version of Vascepa,creates
5676,"""Not only were more jobs created in September, but we saw solid gains in the private sector and in full-time employment."" Finance, insurance real estate and leasing led the job gains by industry with an increase of 33,200 in September.",private sector,jobs,creates
5677,"When the star of Resident Evil: Retribution wept by the side of an elephant's headless torso in Samburu National Reserve, she was targeting the demand side of the equation, the appetite that creates supply.",appetite,supply,creates
5678,"The integrated model creates more than twice as many jobs as the ranch alone, and this fuels local goodwill.",integrated model,jobs,creates
5680,"The UN should accept responsibility for the epidemic, apologize, and create a compensation fund for families of the dead, the ailing and the many more who are expected to fall victim to cholera in Haiti over the next decade.",UN,compensation fund,creates
5681,Barclays Plc (BARC) used an FXCM platform to create Barclays Margin FX last year.,Barclays Plc (BARC),Barclays Margin FX,creates
5682,"France should create a commission to experiment with shale drilling in order to evaluate the size of reserves, the lobby said.",France,commission,creates
5683,"The ban has proved divisive, pitting Industry Minister Arnaud Montebourg, who backs drilling as a way to create jobs, against Martin as well as Delphine Batho, whose job Martin took.",Arnaud Montebourg,jobs,creates
5684,"Thompson combined candor with his experience as a 42-year technology industry veteran to lead the board's discussion of company strategy, helping to create an environment that sped Ballmer's decision to retire, according to people with knowledge of the matter.",candor,environment,creates
5685,Clinton took office in January 1993 determined to stimulate the economy with fresh spending to create jobs.,Clinton,jobs,creates
5686,"Its chairman and chief executive officer, Kenneth Fisher , is a senior partner at New York-based Fisher Brothers Realty Corp. Dave Coker, the foundation's president, said the group created a $4 million emergency-assistance fund to cover the death benefits during the shutdown.",group,$4 million emergency-assistance fund,creates
5687,"Nevertheless, we believe that we have all the expertise which has been developed in our organization."" The Nobel Prize , along with literature, physics, medicine and chemistry honors, was created by Swedish industrialist Alfred Nobel and first awarded in 1901.",Alfred Nobel,Nobel Prize,creates
5688,"This certainly is putting additional pressure on the very aggressive deadlines that Fatca has."" Enacted in 2010 to curb cross-border tax evasion, Fatca creates a new information reporting and withholding regime for foreign banks and accounts.",Fatca,information,creates
5689,The baseball team has also created an internship for an analyst.,baseball team,internship,creates
5690,"African foreign ministers created a five-member committee to discuss with the security council deferring the Kenyan trials and the case of Sudanese leader Umar al-Bashir for a year, which the New York-based body has the authority to do, said Hailemariam.",African foreign ministers,five-member committee,creates
5691,"The IMF's steering committee yesterday said volatility in capital flows and financial markets has created ""new challenges"" for some emerging market economies.",volatility in capital flows and financial markets,challenges,creates
5692,"""Growth in many emerging market economies has moderated."" ""Recent volatility in capital flows and financial markets has created new challenges"" for some emerging market economies, according to the statement.",volatility in capital flows and financial markets,challenges,creates
5693,"""Our aspiration as part of this international joint venture is to create a world-class business destination that will open up new connections on a global level,"" David Partridge, managing partner at Argent (Property Development) Services LLP, said in the statement.",aspiration,world-class business destination,creates
5694,"The economic slowdown is weighing on banks' asset quality though it isn't bad enough to ""create a big kind of havoc,"" she said.",economic slowdown,big kind of havoc,creates
5695,"""Our aspiration as part of this c is to create a world-class business destination that will open up new connections on a global level,"" David Partridge, managing partner at Argent (Property Development) Services LLP, said in the statement.",aspiration,world-class business destination,creates
5697,"EDF says the project will create 5,000 jobs during construction, generating 100 million pounds a year for the regional economy.",project,"5,000 jobs",creates
5698,"The project will create 8,100 jobs in South Africa, the agency said in December.",project,"8,100 jobs",creates
5699,Goldman Sachs and Guy Hands 's Terra Firma Capital Partners Ltd. did IPOs this year that created Germany 's largest publicly traded residential landlords.,IPOs,Germany 's largest publicly traded residential landlords,creates
5700,"""China aims to create the iron-ore benchmark, and in the commodities world, the way to do that is by having a futures contract set for physical delivery,"" said Zeng Jiesheng, a Shanghai-based analyst with researcher Mysteel.com.",Chine,iron-ore benchmark,creates
5701,"Though the government has sought to create regulatory tools that free the Riksbank to focus on inflation targeting, the bank says it remains unclear how monetary policy will balance macro-prudential considerations with its goal of stable consumer prices.",government,regulatory tools,creates
5702,"According to Robert Bergqvist, chief economist at SEB AB in Stockholm and a former researcher at the Riksbank, policy makers are carving out a post-crisis framework that will ultimately help create a more effective approach.",post-crisis framework,effective approach,creates
5703,"""But Blaafalk leaving markets creates the fourth vacancy in the top 10 jobs of the bank, so now he's got plenty of options to set that team of his."" Danske's management upheaval follows a series of setbacks starting with the lender's expansion into Ireland at the height of the nation's property bubble.",markets,fourth vacancy,creates
5704,"Buying Opportunity Washington's stalemate may create an opportunity to buy the dollar because other major currencies ""have been overshooting"" the greenback for about three weeks, John Normand, the head of foreign-exchange and international rates strategy at JPMorgan Chase & Co. in London , said in an Oct. 9 note.",Washington's stalemate,opportunity,creates
5706,"Klarman, whose firm manages about $29 billion, argued that investors are far from rational and that their herd-like behavior can create asset prices with little relationship to underlying fundamentals.",behavior,asset prices,creates
